Park,Full Park Name,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,totalVisitors2022,parkID,parkCode,Designation,Latitude,Longitude,entranceFee,entranceFeeDesc,State
Hovenweep NM,Hovenweep National Monument,488.0,522.0,1652.0,3589.0,4058.0,3241.0,2669.0,2016.0,4681.0,3578.0,1238.0,714.0,28446.0,BA84404E-743C-4841-9F83-87CEDA164E5B,hove,National Monument,37.39134092,-109.0047977,20.00,Entry fee is valid for 7 days and grants entry for driver and passengers in one private vehicle. Does not cover camping costs.,"CO,UT"
Hubbell Trading Post NHS,Hubbell Trading Post National Historic Site,2312.0,4306.0,3795.0,3541.0,4561.0,4652.0,4680.0,4256.0,5765.0,4785.0,3538.0,3826.0,50017.0,E2A4E070-D68B-42D6-8353-4438ED2F43AB,hutr,National Historic Site,35.70727324,-109.5599515,Free,,AZ
Independence NHP,Independence National Historical Park,59309.0,64750.0,142038.0,237661.0,282222.0,319658.0,388775.0,321757.0,252723.0,240676.0,195184.0,183549.0,2688302.0,CF35CC35-12CE-473D-9E4C-703916105B78,inde,National Historical Park,39.94746112,-75.14794157,1.00,Entrance to Independence Hall requires a guided tour. Tickets are required.,PA
Indiana Dunes NP,Indiana Dunes National Park,71633.0,74372.0,127431.0,141437.0,234403.0,438727.0,575495.0,470160.0,271515.0,232067.0,108278.0,88662.0,2834180.0,473EFACE-EE15-4A4F-AA6C-666810A9E27D,indu,National Park,41.63765525,-87.09647445,20.00,"7-Day Park Entrance Fee - Motorcycle

Per motorcycle (valid for 1-7 days from date of purchase)",IN
James A. Garfield NHS,James A. Garfield National Historic Site,477.0,1364.0,1363.0,2115.0,3382.0,3334.0,7012.0,4227.0,3191.0,3552.0,1029.0,1127.0,32173.0,,,,,,,,
Jean Lafitte NHP & PRES,Jean Lafitte National Park & Preserve,17305.0,22948.0,31660.0,29001.0,23732.0,28750.0,24918.0,19685.0,16168.0,20390.0,18235.0,16956.0,269748.0,,,,,,,,
Jewel Cave NM,Jewel Cave National Monument,9.0,296.0,2195.0,1800.0,8584.0,26352.0,32814.0,25735.0,17487.0,2793.0,878.0,400.0,119343.0,A71EF659-5A33-4CCC-93CE-340F23A88E3E,jeca,National Monument,43.73102945,-103.829994,16.00,"Scenic Tour Adult (16+) Ticket - Tickets can be reserved online at Recreation.gov up to noon the day before the tour or on a first-come, first-served basis at the park on the day of the tour. Availability of walk-up tickets is not guaranteed.",SD
Jimmy Carter NHP,Jimmy Carter National Historical Park,1174.0,2278.0,4475.0,3746.0,3599.0,2198.0,2890.0,1466.0,4514.0,3570.0,3254.0,2144.0,35308.0,F63CFF21-C861-422D-A725-B8F3ECFF6EAE,jica,National Historical Park,32.03611,-84.3924,Free,,GA
"John D. Rockefeller, Jr. MEM PKWY","John D. Rockefeller, Jr. Memorial Parkway",2397.0,2529.0,2249.0,2476.0,88319.0,167590.0,270929.0,249972.0,209525.0,88749.0,2922.0,3539.0,1091196.0,,,,,,,,
John Day Fossil Beds NM,John Day Fossil Beds National Monument,3706.0,5008.0,11944.0,14398.0,22548.0,24474.0,21691.0,20450.0,19483.0,15572.0,4267.0,1660.0,165201.0,B2577D2A-A33E-4DCF-B6F8-C299E1DFEC19,joda,National Monument,44.62566508,-119.88114909999999,Free,,OR
John Muir NHS,John Muir National Historic Site,3923.0,3923.0,3749.0,3578.0,3368.0,2906.0,3249.0,2594.0,2220.0,3083.0,3826.0,2459.0,38878.0,F339067B-A588-4BF3-9D90-1C1BA1249203,jomu,National Historic Site,37.9828422,-122.1326097,Free,,CA
Johnstown Flood NMEM,Johnstown Flood National Memorial,987.0,2616.0,2794.0,10243.0,24495.0,13407.0,22922.0,20375.0,14007.0,18771.0,12002.0,5523.0,148142.0,A8C04CA4-FEFF-4FDD-99C4-5BA801AA2DB5,jofl,National Memorial,40.34584534,-78.77448601,Free,,PA
Joshua Tree NP,Joshua Tree National Park,277128.0,302834.0,431849.0,358701.0,228627.0,159177.0,149070.0,135137.0,150533.0,222629.0,316911.0,325698.0,3058294.0,F5CD58FB-05DC-4074-99DA-F327A537F1BC,jotr,National Park,33.91418525,-115.8398125,30.00,"7-day vehicle permit, admitting the passengers of a single, non-commercial vehicle on the day of purchase and for the next six days.",CA
Kalaupapa NHP,Kalaupapa National Historical Park,258.0,246.0,3396.0,3786.0,3232.0,3604.0,4367.0,4711.0,3404.0,3344.0,4011.0,4412.0,38771.0,3C869976-DF2E-4D99-9918-366DFE637846,kala,National Historical Park,21.1731108,-156.95116090000002,Free,,HI
Kaloko Honokohau NHP,Kaloko Honokohau National Historical Park,24855.0,25872.0,25867.0,24931.0,24621.0,25318.0,23324.0,24567.0,20517.0,20227.0,24429.0,26814.0,291342.0,,,,,,,,
Katahdin Woods and Waters NM,Katahdin Woods and Waters National Monument,3678.0,10766.0,7012.0,539.0,1210.0,2135.0,3560.0,4548.0,3726.0,3810.0,2220.0,27.0,43231.0,406F7D87-F34F-41C9-9CCE-9FD53ABBA9A7,kaww,National Monument,45.9567565918,-68.7122879028,Free,,ME
Katmai NP & PRES,Katmai National Park & Preserve,20.0,0.0,20.0,20.0,144.0,5089.0,12600.0,9991.0,5734.0,250.0,20.0,20.0,33908.0,B712CB0C-B3DD-48A6-AA4F-CCD72C87F48B,katm,National Park & Preserve,58.62235668,-155.0126574,Free,,AK
Kenai Fjords NP,Kenai Fjords National Park,22.0,43.0,78.0,429.0,31503.0,101386.0,116723.0,92850.0,40343.0,6496.0,6.0,64.0,389943.0,11E73438-0CCC-4441-A76A-1995F67F2D89,kefj,National Park,59.81804414,-150.106502,Free,,AK
Kennesaw Mountain NBP,Kennesaw Mountain National Battlefield Park,76953.0,94438.0,115286.0,115172.0,123567.0,126530.0,120316.0,120796.0,137302.0,125659.0,88103.0,77881.0,1322003.0,AA1E3B48-8B98-4F47-A642-C266A92AB523,kemo,National Battlefield Park,33.95370717,-84.59214186,5.00,"The Daily Pass is valid for the date of purchase only. It admits all persons traveling in a single, private, non-commercial vehicle (car/truck/van) and is non-transferable. This pass does NOT guarantee a parking spot.",GA
Keweenaw NHP,Keweenaw National Historical Park,96.0,129.0,165.0,245.0,460.0,1984.0,4258.0,3862.0,2507.0,1052.0,298.0,199.0,15255.0,E25D6277-11D8-425F-8498-718C98B13854,kewe,National Historical Park,47.1792308,-88.52275344,Free,,MI
Kings Canyon NP,Kings Canyon National Park,21971.0,14419.0,19744.0,36642.0,79247.0,94402.0,120676.0,89257.0,81801.0,53287.0,18222.0,11318.0,640986.0,,,,,,,,
Kings Mountain NMP,Kings Mountain National Military Park,9428.0,14918.0,21514.0,25340.0,27596.0,26582.0,34576.0,12066.0,16753.0,18414.0,16786.0,14683.0,238656.0,C7C40543-5879-48FC-8E55-C26F3E0B4CCD,kimo,National Military Park,35.13900723,-81.38978712,Free,,SC
Klondike Gold Rush NHP Alaska,Klondike Gold Rush National Historical Park Alaska,199.0,38.0,17.0,547.0,49573.0,80961.0,75274.0,82639.0,50273.0,3379.0,9.0,0.0,342909.0,,,,,,,,
Klondike Gold Rush NHP Seattle,Klondike Gold Rush National Historical Park Seattle,2223.0,2272.0,2618.0,3827.0,5090.0,7144.0,10230.0,9132.0,6368.0,4765.0,3188.0,3566.0,60423.0,,,,,,,,
Knife River Indian Villages NHS,Knife River Indian Villages National Historic Site,30.0,42.0,83.0,242.0,1362.0,1510.0,2293.0,1632.0,1360.0,540.0,85.0,38.0,9217.0,0103833B-8114-4483-9754-11B5171BCB20,knri,National Historic Site,47.3540219,-101.3860533,Free,,ND
Kobuk Valley NP,Kobuk Valley National Park,1098.0,695.0,819.0,880.0,925.0,1552.0,1915.0,2041.0,1650.0,2049.0,1596.0,1705.0,16925.0,691831BF-F280-4E02-BF4A-FF476BC66B23,kova,National Park,67.35631336,-159.20022930000002,Free,,AK
Korean War Veterans Memorial,Korean War Veterans Memorial,107655.0,139866.0,369431.0,551995.0,486934.0,423430.0,428211.0,334043.0,318797.0,383215.0,279555.0,186877.0,4010009.0,0DEA542F-01B7-4631-8AAD-124161D7B7E6,kowa,,38.88784226,-77.04773857,Free,,DC
Lake Chelan NRA,Lake Chelan National Recreation Area,1079.0,1148.0,1538.0,2382.0,3684.0,5118.0,5854.0,6025.0,5866.0,3097.0,1420.0,996.0,38207.0,,,,,,,,
Lake Mead NRA,Lake Mead National Recreation Area,345077.0,331560.0,452734.0,505452.0,565450.0,653473.0,595177.0,529591.0,531104.0,469811.0,323244.0,275553.0,5578226.0,7B43EA5B-298C-4BAB-B22D-860B852B40A5,lake,National Recreation Area,35.96622528,-114.3469067,25.00,Admits a private non-commercial vehicle for 1-7 days.,"AZ,NV"
Lake Meredith NRA,Lake Meredith National Recreation Area,34695.0,58317.0,102711.0,146859.0,186815.0,223593.0,198283.0,110161.0,103216.0,60338.0,17688.0,34041.0,1276717.0,AC3B46AA-B4C2-4555-A82A-D4CF790DF81D,lamr,National Recreation Area,35.61926203,-101.6820066,Free,,TX
Lake Roosevelt NRA,Lake Roosevelt National Recreation Area,38870.0,53205.0,65326.0,92383.0,66934.0,155914.0,251010.0,207235.0,91801.0,56218.0,31443.0,18386.0,1128725.0,B548FF88-8155-4E56-8E77-FB140D06E1EC,laro,National Recreation Area,48.17148735,-118.3513713,Free,,WA
Lassen Volcanic NP,Lassen Volcanic National Park,9894.0,8184.0,7764.0,13539.0,21836.0,70558.0,110025.0,94788.0,53204.0,41193.0,9063.0,6243.0,446291.0,9AA4A53C-0331-43CC-99F5-379BC929FFB2,lavo,National Park,40.49354575,-121.4075993,30.00,Valid for up to 7 consecutive days from the day of purchase at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.,CA
Lava Beds NM,Lava Beds National Monument,2463.0,5712.0,8526.0,7973.0,13324.0,18676.0,22104.0,19101.0,13462.0,10109.0,6156.0,3363.0,130969.0,10AEFADA-AFA0-4998-A9E5-3F504F351AAB,labe,National Monument,41.75915823,-121.5172189,25.00,Park Entrance is $25 per vehicle and is good for 7 days.,CA
LBJ Memorial Grove on the Potomac,LBJ Memorial Grove on the Potomac,16200.0,7425.0,16200.0,16200.0,19575.0,24975.0,27000.0,23625.0,22275.0,27675.0,24975.0,16200.0,242325.0,D50B95B0-11C7-4F0A-8B3A-9BAC66E8F1A7,lyba,,38.87858036,-77.05145832,Free,,DC
Lewis & Clark NHP,Lewis & Clark National Historical Park,13335.0,12336.0,18965.0,20629.0,25098.0,33939.0,40580.0,39065.0,28918.0,24268.0,13707.0,9084.0,279924.0,,,,,,,,
Lincoln Boyhood NMEM,Lincoln Boyhood National Memorial,1248.0,1418.0,2330.0,4651.0,7243.0,23648.0,41882.0,3834.0,10819.0,2670.0,4374.0,1702.0,105819.0,E9A0608F-46D6-4072-939F-C81E27AAB236,libo,National Memorial,38.11817004,-86.99656861,Free,,IN
Lincoln Home NHS,Lincoln Home National Historic Site,2171.0,3053.0,12463.0,16537.0,19522.0,20051.0,19603.0,14853.0,11970.0,14080.0,7222.0,3619.0,145144.0,FF52F034-53E3-4F36-AA31-4BEBCC5F007A,liho,National Historic Site,39.79715642,-89.64513397,Free,,IL
Lincoln Memorial,Lincoln Memorial,277557.0,326603.0,681653.0,977227.0,804779.0,708096.0,900960.0,747061.0,637888.0,687520.0,593397.0,482656.0,7825397.0,1EAEF5FA-8CD4-40D7-8B09-07F20E3E5AA5,linc,,38.88927229,-77.05017778,Free,,DC
Little Bighorn Battlefield NM,Little Bighorn Battlefield National Monument,805.0,919.0,4559.0,5117.0,18899.0,41590.0,46081.0,29621.0,12008.0,7274.0,1246.0,314.0,168433.0,415AA3E1-CE8A-4A24-BD69-451C87107AA4,libi,National Monument,45.55633048,-107.41836140000001,25.00,Private non-commercial vehicle.,MT
Little River Canyon NPRES,Little River Canyon National Preserve,38894.0,44197.0,70226.0,67702.0,87644.0,63572.0,78575.0,54912.0,53967.0,80091.0,51172.0,35287.0,726239.0,C03CF86E-BFB5-470E-AFF3-C1798A61FFE5,liri,National Preserve,34.41461863,-85.61734327,Free,,AL
Little Rock Central High School NHS,Little Rock Central High School National Historic Site,4046.0,3700.0,12110.0,8354.0,6657.0,9340.0,9762.0,6418.0,10201.0,7137.0,7862.0,6521.0,92108.0,5C51E54A-BCDA-4186-96C3-1B896C3CDFCB,chsc,National Historic Site,34.7369465,-92.29987899,Free,,AR
Longfellow House Washington's HQ NHS,Longfellow House Washington's Headquarters National Historic Site,1864.0,1763.0,3351.0,5303.0,8050.0,7055.0,6680.0,5972.0,6266.0,8156.0,3521.0,2577.0,60558.0,CE9470A1-A8D7-49DE-A555-1A32FBBAB0FF,long,National Historic Site,42.37698854,-71.12636956,Free,,MA
Lowell NHP,Lowell National Historical Park,988.0,1382.0,3483.0,7473.0,6741.0,11525.0,135316.0,14935.0,7359.0,9802.0,6626.0,3654.0,209284.0,FA6450A4-D2F1-4B35-9817-EA01918597A6,lowe,National Historical Park,42.645537100000006,-71.31588673,Free,,MA
Lyndon B. Johnson NHP,Lyndon B. Johnson National Historical Park,5342.0,5897.0,11609.0,11728.0,10352.0,6256.0,7722.0,3957.0,7210.0,9314.0,5642.0,2357.0,87386.0,,,,,,,,
Maggie L. Walker NHS,Maggie L. Walker National Historic Site,153.0,331.0,365.0,508.0,314.0,595.0,776.0,460.0,319.0,366.0,398.0,230.0,4815.0,,,,,,,,
Mammoth Cave NP,Mammoth Cave National Park,15564.0,21387.0,58904.0,71387.0,64440.0,87578.0,99118.0,66598.0,67712.0,62095.0,29340.0,19024.0,663147.0,6A1737A1-6848-4087-AAF7-68A427247357,maca,National Park,37.19760458,-86.13090198,Free,,KY
Manassas NBP,Manassas National Battlefield Park,20664.0,30284.0,44929.0,62338.0,47390.0,55238.0,44682.0,52219.0,47683.0,56895.0,41274.0,29131.0,532727.0,75E4B06E-24C5-4F04-AAB3-F41CF0F55B7A,mana,National Battlefield Park,38.81710063,-77.5353468,Free,,VA
Manhattan Project NHP,Manhattan Project National Historical Park,436.0,737.0,1634.0,2131.0,2004.0,3274.0,2845.0,2539.0,3429.0,4120.0,2901.0,1215.0,27265.0,E777590D-C086-4A88-B5A2-AAE47DBD6A6F,mapr,National Historical Park,35.880959999999995,-106.30214,Free,,"NM,WA,TN"
Manzanar NHS,Manzanar National Historic Site,6700.0,6785.0,9208.0,10780.0,14353.0,14482.0,13401.0,10249.0,9316.0,10632.0,5950.0,4987.0,116843.0,249AF67F-BB6C-4D0A-B632-07BEE855D24B,manz,National Historic Site,36.72559195,-118.15471770000002,Free,,CA
Marsh-Billings-Rockefeller NHP,Marsh-Billings-Rockefeller National Historical Park,1242.0,2187.0,1687.0,2082.0,3266.0,6546.0,9671.0,9889.0,8923.0,13832.0,3000.0,1631.0,63956.0,,,,,,,,
"Martin Luther King, Jr. Memorial","Martin Luther King, Jr. Memorial",98411.0,123488.0,579413.0,412469.0,346880.0,339264.0,362752.0,235893.0,226197.0,265941.0,214112.0,117077.0,3321897.0,855C9CDC-89B3-4143-9496-D9E6AE292CA1,mlkm,,38.8862276865,-77.0442195534,Free,,DC
"Martin Luther King, Jr. NHP","Martin Luther King, Jr. National Historical Park",11250.0,0.0,4506.0,36344.0,36644.0,51401.0,7648.0,32694.0,21982.0,14928.0,15855.0,9537.0,242789.0,59636FCE-DE81-4D98-890C-585BD48F9AD0,malu,National Historical Park,33.75618241,-84.37256768,Free,,GA
Martin Van Buren NHS,Martin Van Buren National Historic Site,335.0,425.0,325.0,342.0,525.0,1277.0,2199.0,1977.0,1625.0,2252.0,200.0,220.0,11702.0,C1713EAF-0437-4CE1-8CFB-04147E1318F3,mava,National Historic Site,42.36819596,-73.70834257,Free,,NY
Medgar and Myrlie Evers Home NM,Medgar and Myrlie Evers Home National Monument,29.0,1446.0,1800.0,1409.0,753.0,3500.0,365.0,210.0,530.0,366.0,640.0,183.0,11231.0,01DE3F7C-354D-4468-AC36-2CF5274AB68E,memy,National Monument,32.34096274,-90.21264553,0.00,"There are no fees associated with Medgar and Myrlie Evers Home National Monument.

Mississippi Civil Rights Museum does charge an admission fee to view exhibits.",MS
Mesa Verde NP,Mesa Verde National Park,7852.0,6787.0,18916.0,30910.0,55705.0,88958.0,85449.0,69176.0,63074.0,49242.0,14980.0,8741.0,499790.0,BE3A981E-BB55-474D-8A0E-D711408682DC,meve,National Park,37.23908345,-108.46240320000001,30.00,This pass if good for 7 days.,CO
Minidoka NHS,Minidoka National Historic Site,150.0,230.0,850.0,449.0,1064.0,3019.0,3145.0,2528.0,1572.0,323.0,341.0,46.0,13717.0,FE52067B-EBB9-4FD2-B613-FE778985BAD9,miin,National Historic Site,42.80586068,-114.4449868,Free,,"ID,WA"
Minute Man NHP,Minute Man National Historical Park,39089.0,27284.0,56277.0,106650.0,94679.0,103930.0,102688.0,97265.0,92746.0,130209.0,59838.0,49688.0,960343.0,3AB31FA9-E174-4A03-952D-397944D3A3C8,mima,National Historical Park,42.4562778,-71.30738884,Free,,MA
Minuteman Missile NHS,Minuteman Missile National Historic Site,520.0,659.0,2998.0,3961.0,10596.0,22002.0,24594.0,15369.0,15627.0,7214.0,1680.0,556.0,105776.0,5DE19B04-85AD-4C3A-93BF-A0D484B1AD91,mimi,National Historic Site,43.89558013,-102.0272131,Free,,SD
Mississippi NRRA,Mississippi National River,15640.0,18290.0,24073.0,22040.0,22831.0,36909.0,39366.0,35327.0,23434.0,24591.0,20523.0,20858.0,303882.0,,,,,,,,
Missouri NRR,Missouri National Recreational River,5061.0,5147.0,6010.0,8621.0,12249.0,15870.0,16900.0,16878.0,16617.0,13581.0,9864.0,6364.0,133162.0,D43C7439-5C0B-4F4F-9D5B-65080F13AD28,mnrr,National Recreational River,42.788218900000004,-97.59077822,Free,,"SD,NE"
Mojave NPRES,Mojave National Preserve,53146.0,65976.0,82090.0,80839.0,78142.0,64027.0,73584.0,1620.0,31080.0,69355.0,85121.0,88483.0,773463.0,D509DC08-53AD-4661-A2EA-FC69BE456E50,moja,National Preserve,35.12485941,-115.51682579999999,Free,,CA
Monocacy NB,Monocacy National Battlefield,6355.0,3369.0,11500.0,13142.0,13571.0,14449.0,13666.0,13182.0,10127.0,12203.0,8622.0,6925.0,127111.0,8F17B3D6-BFA2-49F2-B553-C10B2B3A3EED,mono,National Battlefield,39.36084236,-77.39637677,Free,,MD
Montezuma Castle NM,Montezuma Castle National Monument,24410.0,33087.0,42389.0,47164.0,34821.0,24040.0,21756.0,18036.0,25839.0,37141.0,30807.0,24524.0,364014.0,D87E3D6F-8007-46F0-971A-B3BC191CC888,moca,National Monument,34.62237771,-111.8147857,10.00,"This entrance fee covers one adult, aged 16 and over, for entrance to Montezuma Castle and Tuzigoot National Monuments for 7 days.",AZ
Moores Creek NB,Moores Creek National Battlefield,2778.0,6210.0,3659.0,5176.0,4595.0,4920.0,5224.0,4434.0,4030.0,4448.0,4241.0,3966.0,53681.0,617A3B73-D7CD-449D-8E27-41DE3BF149A6,mocr,National Battlefield,34.45820776,-78.11031134,Free,,NC
Morristown NHP,Morristown National Historical Park,20074.0,13383.0,25973.0,27929.0,27438.0,30854.0,26282.0,17316.0,9393.0,16908.0,19553.0,10128.0,245231.0,D68D9424-CD32-434F-88BF-3069ADFB2744,morr,National Historical Park,40.7650755,-74.53455122,Free,,NJ
Mount Rainier NP,Mount Rainier National Park,23623.0,20785.0,19466.0,20282.0,62286.0,183253.0,392691.0,415544.0,295701.0,152168.0,21823.0,14773.0,1622395.0,07229CB8-8533-4669-B614-2B884779DD93,mora,National Park,46.86075416,-121.70438850000001,30.00,"Grants unlimited entry for one vehicle and passengers for seven consecutive days. Vehicle must be private, noncommercial, and with a seating capacity of 15 or less.",WA
Mount Rushmore NMEM,Mount Rushmore National Memorial,23916.0,27276.0,58363.0,60937.0,188382.0,498412.0,614630.0,444039.0,336787.0,130608.0,34916.0,22183.0,2440449.0,5590468F-2446-4B46-A8C1-42505177C298,moru,National Memorial,43.88037021,-103.4525186,Free,,SD
Muir Woods NM,Muir Woods National Monument,42094.0,42198.0,62246.0,71138.0,70069.0,82408.0,107922.0,89194.0,68495.0,66677.0,52392.0,43792.0,798625.0,126A6227-E39F-44F4-A279-B1EA257CBCDA,muwo,National Monument,37.89658027,-122.5808047,Free,,CA
Natchez NHP,Natchez National Historical Park,3028.0,2429.0,6134.0,6082.0,4845.0,4654.0,5110.0,5755.0,4043.0,10454.0,5483.0,6674.0,64691.0,259CE799-32C4-4CA9-BBDF-2F305018289C,natc,National Historical Park,31.54697621,-91.39040665,Free,,MS
Natchez Trace PKWY,Natchez Trace National Parkway,574486.0,534645.0,586183.0,599239.0,555142.0,584864.0,510932.0,539168.0,579633.0,534620.0,476475.0,468146.0,6543533.0,,,,,,,,
National Capital Parks Central,National Capital Parks Central,17025.0,24459.0,69419.0,101518.0,97793.0,112944.0,131786.0,109978.0,93321.0,78259.0,51447.0,32694.0,920643.0,,,,,,,,
National Capital Parks East,National Capital Parks East,57304.0,57333.0,74664.0,116085.0,127491.0,128764.0,152838.0,154162.0,147065.0,120591.0,71787.0,59789.0,1267873.0,,,,,,,,
National Park of American Samoa,National Park of American Samoa,102.0,238.0,60.0,0.0,0.0,142.0,149.0,59.0,106.0,238.0,438.0,355.0,1887.0,6E71B72E-4F2F-495D-9225-A6634E6C2EB1,npsa,,-14.22865935,-169.85037769999997,Free,,AS
Natural Bridges NM,Natural Bridges National Monument,1056.0,1547.0,5927.0,11868.0,12595.0,6665.0,4680.0,4334.0,8906.0,9558.0,2999.0,1114.0,71249.0,5A4DD23B-8B4F-4212-957E-C59FE4165457,nabr,National Monument,37.604532899999995,-110.0022436,20.00,"Entry fee admits one private, non-commercial vehicle driver and passengers. Entry fee is valid for 7 days.",UT
Navajo NM,Navajo National Monument,1198.0,1289.0,2731.0,4319.0,5129.0,4672.0,4872.0,4537.0,4405.0,4559.0,2227.0,1180.0,41118.0,C4F477D4-D34A-486B-BC6C-94FB2FAA8D67,nava,National Monument,36.71755643,-110.55040149999999,Free,,AZ
New Bedford Whaling NHP,New Bedford Whaling National Historical Park,91.0,206.0,414.0,666.0,802.0,1504.0,3333.0,2113.0,1063.0,1563.0,864.0,951.0,13570.0,848DFACA-B486-4BC4-AD71-C834F7713793,nebe,National Historical Park,41.63540552,-70.92322321,Free,,MA
New Orleans Jazz NHP,New Orleans Jazz National Historical Park,3355.0,3773.0,4025.0,3940.0,4156.0,3630.0,2355.0,1642.0,1490.0,2610.0,2683.0,3751.0,37410.0,CB014DE3-3483-4E36-BC35-3CC7E9F60529,jazz,National Historical Park,29.96303129,-90.06749669,Free,,LA
New River Gorge NP & PRES,New River Gorge National Park & Preserve,31656.0,39219.0,69767.0,117824.0,174882.0,203538.0,273494.0,215254.0,180086.0,168930.0,79143.0,39730.0,1593523.0,28F155F2-5116-4E4F-9E21-E8CBCFA5FF49,neri,National Park & Preserve,37.86878554,-80.99956002,Free,,WV
Nez Perce NHP,Nez Perce National Historical Park,20223.0,19170.0,22088.0,26343.0,26534.0,37306.0,37325.0,35407.0,33535.0,35154.0,29725.0,21707.0,344517.0,05F2A0A7-317D-4C4F-95D6-F046BE96310C,nepe,National Historical Park,46.07019093,-115.8761258,Free,,"ID,MT,OR,WA"
Nicodemus NHS,Nicodemus National Historic Site,73.0,303.0,145.0,695.0,416.0,575.0,1778.0,336.0,395.0,330.0,137.0,124.0,5307.0,C8E59368-4CCA-4513-B2C5-D055BC0DA491,nico,National Historic Site,39.39167606,-99.61680329,Free,,KS
Ninety Six NHS,Ninety Six National Historic Site,5944.0,8458.0,10576.0,12340.0,10873.0,8422.0,9007.0,8240.0,8893.0,12512.0,8302.0,4515.0,108082.0,1291920D-2428-4FEA-9670-7EBC45284A59,nisi,National Historic Site,34.14273587,-82.01636079,Free,,SC
Niobrara NSR,Niobrara National Scenic River,801.0,429.0,1383.0,1554.0,4304.0,11681.0,27448.0,21648.0,7912.0,1922.0,598.0,391.0,80071.0,406594CB-1532-45CD-82EA-0C03FD2F0422,niob,National Scenic River,42.79413083,-99.91870646,Free,,NE
Noatak NPRES,Noatak National Preserve,898.0,895.0,819.0,880.0,1124.0,1551.0,1939.0,1990.0,1650.0,1848.0,2695.0,2104.0,18393.0,C9AA17CC-3152-464A-A9E2-494368086045,noat,National Preserve,68.01027053,-159.831694,Free,,AK
North Cascades NP,North Cascades National Park,11.0,4.0,52.0,66.0,993.0,1324.0,5493.0,10832.0,8745.0,2590.0,44.0,0.0,30154.0,80EB184D-4B6D-4AD2-B6E2-CAAD6312B27D,noca,National Park,48.71171756,-121.2069423,Free,,WA
Obed W&SR,Obed Wild & Scenic River,18096.0,16264.0,24802.0,26696.0,31986.0,30849.0,28389.0,32955.0,22939.0,24990.0,22496.0,26040.0,306502.0,EE2565D2-D745-4EF7-8814-21DF448427AD,obed,Wild & Scenic River,36.1056026037,-84.59791705010001,Free,,TN
Ocmulgee Mounds NHP,Ocmulgee Mounds National Historical Park,7394.0,10977.0,14609.0,15255.0,12597.0,13728.0,14069.0,11114.0,20414.0,10685.0,14092.0,10308.0,155242.0,81AFEB37-7119-4BF1-B65B-806BAB973FFD,ocmu,National Historical Park,32.83816576,-83.60224853,Free,,GA
Olympic NP,Olympic National Park,65553.0,76509.0,112250.0,92420.0,133313.0,224731.0,432022.0,634516.0,322881.0,151732.0,107847.0,79198.0,2432972.0,81CFE898-AD06-4C0D-8A9B-C8D356273F0D,olym,National Park,47.80392754,-123.6663848,30.00,"Valid for seven consecutive days. Applies to private, non-commercial vehicles (15 passenger capacity or less). The pass covers all vehicle occupants.",WA
Oregon Caves NM & PRES,Oregon Caves National Monument & Preserve,702.0,567.0,900.0,2900.0,7400.0,12350.0,12870.0,13130.0,12360.0,9339.0,346.0,59.0,72923.0,480702B9-E8B5-45A1-ACB4-7B044C13F7A2,orca,National Monument & Preserve,42.10319143,-123.40185859999998,Free,,OR
Organ Pipe Cactus NM,Organ Pipe Cactus National Monument,27828.0,15573.0,13472.0,7276.0,5602.0,4299.0,3172.0,7296.0,8708.0,11727.0,12178.0,16186.0,133317.0,8A4FA0D4-A3BE-4AE2-8303-1936D9BA1E29,orpi,National Monument,32.03585543,-112.8573314,25.00,This fee includes all occupants of a non-commercial vehicle.,AZ
Ozark NSR,Ozark National Scenic River,18054.0,20148.0,50180.0,64531.0,97196.0,196206.0,291784.0,234465.0,152518.0,75355.0,62160.0,28708.0,1291305.0,,,,,,,,
Padre Island NS,Padre Island National Seashore,28793.0,22718.0,50385.0,43128.0,62700.0,60949.0,87529.0,46103.0,40627.0,43426.0,21881.0,23385.0,531624.0,7F7E12D2-E295-41D2-8446-BBF5EEF2F8F2,pais,National Seashore,27.05381186,-97.35901135,25.00,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,TX
Palo Alto Battlefield NHP,Palo Alto Battlefield National Historical Park,11441.0,14864.0,22623.0,19530.0,16991.0,17337.0,10611.0,9578.0,16391.0,11010.0,24207.0,21669.0,196252.0,3E8C5A4D-6302-4E50-9FCC-A9EC7BFBF1D6,paal,National Historical Park,26.02387351,-97.46296072,Free,,TX
Paterson Great Falls NHP,Paterson Great Falls National Historical Park,8986.0,8525.0,12433.0,18011.0,16556.0,29332.0,48220.0,28569.0,43775.0,15047.0,10352.0,8487.0,248293.0,9604169F-6A23-4E70-937B-3BE7315590F2,pagr,National Historical Park,40.91584645,-74.18021494,Free,,NJ
Pea Ridge NMP,Pea Ridge National Military Park,3024.0,4595.0,10872.0,5048.0,8586.0,9464.0,8680.0,9049.0,7061.0,7091.0,5300.0,3222.0,81992.0,58BCDB2B-5A91-4892-8470-76D802313884,peri,National Military Park,36.45438033,-94.03468357,Free,,AR
